,Messstelle,Gewässer,Datum Zeit,Wasser­stand [cm],Änderung seit 2 Std. [cm],Abfluss [m³/s],Melde­stufe,Jähr­lichkeit,Vorher­sage
28,Eschenlohe Brücke,Loisach,2021-07-08 10:00:00,149,-2,233,0,---,
29,Starnberg,Starnberger See,2021-07-08 10:00:00,58454,1,---,0,---,
30,Eching,Windach,2021-07-08 10:00:00,77,-2,129,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-08 10:00:00,25,0,044,0,---,
0,Sylvenstein,Isar,2021-07-08 11:00:00,277,0,399,0,---,
1,Lenggries,Isar,2021-07-08 11:00:00,144,0,462,0,---,
2,Bad Tölz Brücke,Isar,2021-07-08 11:00:00,85,0,---,0,---,
3,Puppling,Isar,2021-07-08 11:00:00,164,0,695,0,---,
4,München,Isar,2021-07-08 11:00:00,164,-3,143,0,---,
5,Freising,Isar,2021-07-08 11:00:00,72,-1,464,0,---,
6,Landshut Birket,Isar,2021-07-08 11:00:00,166,-4,261,0,---,
7,Landau,Isar,2021-07-08 11:00:00,158,-3,310,0,---,
8,Plattling,Isar,2021-07-08 11:00:00,248,-5,285,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-08 11:00:00,106,-1,104,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-08 11:00:00,179,0,394,0,---,
11,Schlehdorf,Loisach,2021-07-08 11:00:00,131,-2,352,0,---,
12,Kochel,Loisach,2021-07-08 11:00:00,121,-1,677,0,---,
13,Beuerberg,Loisach,2021-07-08 11:00:00,348,-1,683,0,---,
14,Partenkirchen (alt),Partnach,2021-07-08 11:00:00,63,0,681,0,---,
15,Stegen,Ammersee,2021-07-08 11:00:00,53326,1,---,0,---,
16,Stegen,Amper,2021-07-08 11:00:00,151,0,366,0,---,
17,Fürstenfeldbruck,Amper,2021-07-08 11:00:00,104,0,394,0,---,
18,Ampermoching,Amper,2021-07-08 11:00:00,232,1,564,0,---,
19,Inkofen,Amper,2021-07-08 11:00:00,137,0,675,0,---,
20,Oberammergau,Ammer,2021-07-08 11:00:00,56,0,550,0,---,
21,Peißenberg,Ammer,2021-07-08 11:00:00,77,0,110,0,---,
22,Weilheim,Ammer,2021-07-08 11:00:00,71,-1,197,0,---,
23,Raisting,Rott,2021-07-08 11:00:00,48,0,078,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-08 11:00:00,62508,1,---,0,---,
25,Leutstetten,Würm,2021-07-08 11:00:00,149,0,689,0,---,
26,Hohenkammer,Glonn,2021-07-08 11:00:00,48,0,326,0,---,
27,Berg,Sempt,2021-07-08 11:00:00,68,0,394,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-08 11:00:00,150,1,238,0,---,
29,Starnberg,Starnberger See,2021-07-08 11:00:00,58454,1,---,0,---,
30,Eching,Windach,2021-07-08 11:00:00,79,-1,144,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-08 11:00:00,25,0,044,0,---,
0,Sylvenstein,Isar,2021-07-08 12:00:00,276,0,388,0,---,
1,Lenggries,Isar,2021-07-08 12:00:00,144,0,462,0,---,
2,Bad Tölz Brücke,Isar,2021-07-08 12:00:00,85,0,---,0,---,
3,Puppling,Isar,2021-07-08 12:00:00,164,0,695,0,---,
4,München,Isar,2021-07-08 12:00:00,163,-3,141,0,---,
5,Freising,Isar,2021-07-08 12:00:00,72,-1,464,0,---,
6,Landshut Birket,Isar,2021-07-08 12:00:00,165,-3,258,0,---,
7,Landau,Isar,2021-07-08 12:00:00,158,-1,310,0,---,
8,Plattling,Isar,2021-07-08 12:00:00,248,-3,285,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-08 12:00:00,107,0,107,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-08 12:00:00,179,0,394,0,---,
11,Schlehdorf,Loisach,2021-07-08 12:00:00,131,-1,352,0,---,
12,Kochel,Loisach,2021-07-08 12:00:00,121,-1,677,0,---,
13,Beuerberg,Loisach,2021-07-08 12:00:00,348,0,683,0,---,
14,Partenkirchen (alt),Partnach,2021-07-08 12:00:00,63,0,681,0,---,
15,Stegen,Ammersee,2021-07-08 12:00:00,53326,2,---,0,---,
16,Stegen,Amper,2021-07-08 12:00:00,151,1,366,0,---,
17,Fürstenfeldbruck,Amper,2021-07-08 12:00:00,103,0,388,0,---,
18,Ampermoching,Amper,2021-07-08 12:00:00,231,-1,559,0,---,
19,Inkofen,Amper,2021-07-08 12:00:00,136,-1,669,0,---,
20,Oberammergau,Ammer,2021-07-08 12:00:00,56,0,550,0,---,
21,Peißenberg,Ammer,2021-07-08 12:00:00,77,0,110,0,---,
22,Weilheim,Ammer,2021-07-08 12:00:00,70,-1,192,0,---,
23,Raisting,Rott,2021-07-08 12:00:00,47,-1,072,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-08 12:00:00,62509,1,---,0,---,
25,Leutstetten,Würm,2021-07-08 12:00:00,149,-1,689,0,---,
26,Hohenkammer,Glonn,2021-07-08 12:00:00,47,-1,313,0,---,
27,Berg,Sempt,2021-07-08 12:00:00,67,-1,382,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-08 12:00:00,148,-1,227,0,---,
29,Starnberg,Starnberger See,2021-07-08 12:00:00,58453,-1,---,0,---,
30,Eching,Windach,2021-07-08 12:00:00,77,0,129,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-08 12:00:00,25,0,044,0,---,
0,Sylvenstein,Isar,2021-07-08 13:00:00,276,-1,388,0,---,
1,Lenggries,Isar,2021-07-08 13:00:00,144,0,462,0,---,
2,Bad Tölz Brücke,Isar,2021-07-08 13:00:00,85,0,---,0,---,
3,Puppling,Isar,2021-07-08 13:00:00,163,-1,683,0,---,
4,München,Isar,2021-07-08 13:00:00,162,-2,140,0,---,
5,Freising,Isar,2021-07-08 13:00:00,69,-3,437,0,---,
6,Landshut Birket,Isar,2021-07-08 13:00:00,163,-3,254,0,---,
7,Landau,Isar,2021-07-08 13:00:00,158,0,310,0,---,
8,Plattling,Isar,2021-07-08 13:00:00,248,0,285,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-08 13:00:00,106,0,104,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-08 13:00:00,180,1,400,0,---,
11,Schlehdorf,Loisach,2021-07-08 13:00:00,131,0,352,0,---,
12,Kochel,Loisach,2021-07-08 13:00:00,120,-1,671,0,---,
13,Beuerberg,Loisach,2021-07-08 13:00:00,347,-1,673,0,---,
14,Partenkirchen (alt),Partnach,2021-07-08 13:00:00,63,0,681,0,---,
15,Stegen,Ammersee,2021-07-08 13:00:00,53325,-1,---,0,---,
16,Stegen,Amper,2021-07-08 13:00:00,151,0,366,0,---,
17,Fürstenfeldbruck,Amper,2021-07-08 13:00:00,103,-1,388,0,---,
18,Ampermoching,Amper,2021-07-08 13:00:00,231,-1,559,0,---,
19,Inkofen,Amper,2021-07-08 13:00:00,136,-1,669,0,---,
20,Oberammergau,Ammer,2021-07-08 13:00:00,56,0,550,0,---,
21,Peißenberg,Ammer,2021-07-08 13:00:00,76,-1,105,0,---,
22,Weilheim,Ammer,2021-07-08 13:00:00,70,-1,192,0,---,
23,Raisting,Rott,2021-07-08 13:00:00,47,-1,072,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-08 13:00:00,62509,1,---,0,---,
25,Leutstetten,Würm,2021-07-08 13:00:00,149,0,689,0,---,
26,Hohenkammer,Glonn,2021-07-08 13:00:00,47,-1,313,0,---,
27,Berg,Sempt,2021-07-08 13:00:00,67,-1,382,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-08 13:00:00,148,-2,227,0,---,
29,Starnberg,Starnberger See,2021-07-08 13:00:00,58453,-1,---,0,---,
30,Eching,Windach,2021-07-08 13:00:00,78,-1,137,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-08 13:00:00,25,0,044,0,---,
0,Sylvenstein,Isar,2021-07-08 14:00:00,277,1,399,0,---,
1,Lenggries,Isar,2021-07-08 14:00:00,144,0,462,0,---,
2,Bad Tölz Brücke,Isar,2021-07-08 14:00:00,84,-1,---,0,---,
3,Puppling,Isar,2021-07-08 14:00:00,163,-1,683,0,---,
4,München,Isar,2021-07-08 14:00:00,161,-2,138,0,---,
5,Freising,Isar,2021-07-08 14:00:00,66,-6,411,0,---,
6,Landshut Birket,Isar,2021-07-08 14:00:00,162,-3,251,0,---,
7,Landau,Isar,2021-07-08 14:00:00,157,-1,307,0,---,
8,Plattling,Isar,2021-07-08 14:00:00,247,-1,283,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-08 14:00:00,106,-1,104,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-08 14:00:00,178,-1,388,0,---,
11,Schlehdorf,Loisach,2021-07-08 14:00:00,130,-1,346,0,---,
12,Kochel,Loisach,2021-07-08 14:00:00,120,-1,671,0,---,
13,Beuerberg,Loisach,2021-07-08 14:00:00,347,-1,673,0,---,
14,Partenkirchen (alt),Partnach,2021-07-08 14:00:00,62,-1,654,0,---,
15,Stegen,Ammersee,2021-07-08 14:00:00,53326,0,---,0,---,
16,Stegen,Amper,2021-07-08 14:00:00,150,-1,361,0,---,
17,Fürstenfeldbruck,Amper,2021-07-08 14:00:00,103,0,388,0,---,
18,Ampermoching,Amper,2021-07-08 14:00:00,231,0,559,0,---,
19,Inkofen,Amper,2021-07-08 14:00:00,137,1,675,0,---,
20,Oberammergau,Ammer,2021-07-08 14:00:00,56,0,550,0,---,
21,Peißenberg,Ammer,2021-07-08 14:00:00,76,-1,105,0,---,
22,Weilheim,Ammer,2021-07-08 14:00:00,70,0,192,0,---,
23,Raisting,Rott,2021-07-08 14:00:00,47,0,072,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-08 14:00:00,62509,0,---,0,---,
25,Leutstetten,Würm,2021-07-08 14:00:00,149,0,689,0,---,
26,Hohenkammer,Glonn,2021-07-08 14:00:00,47,0,313,0,---,
27,Berg,Sempt,2021-07-08 14:00:00,67,0,382,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-08 14:00:00,148,0,227,0,---,
29,Starnberg,Starnberger See,2021-07-08 14:00:00,58453,0,---,0,---,
30,Eching,Windach,2021-07-08 14:00:00,76,-1,122,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-08 14:00:00,25,0,044,0,---,
0,Sylvenstein,Isar,2021-07-08 15:00:00,277,1,399,0,---,
1,Lenggries,Isar,2021-07-08 15:00:00,143,-1,452,0,---,
2,Bad Tölz Brücke,Isar,2021-07-08 15:00:00,84,-1,---,0,---,
3,Puppling,Isar,2021-07-08 15:00:00,163,0,683,0,---,
4,München,Isar,2021-07-08 15:00:00,160,-2,136,0,---,
5,Freising,Isar,2021-07-08 15:00:00,66,-3,411,0,---,
6,Landshut Birket,Isar,2021-07-08 15:00:00,161,-2,249,0,---,
7,Landau,Isar,2021-07-08 15:00:00,158,0,310,0,---,
8,Plattling,Isar,2021-07-08 15:00:00,247,-1,283,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-08 15:00:00,105,-1,100,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-08 15:00:00,179,-1,394,0,---,
11,Schlehdorf,Loisach,2021-07-08 15:00:00,129,-2,340,0,---,
12,Kochel,Loisach,2021-07-08 15:00:00,120,0,671,0,---,
13,Beuerberg,Loisach,2021-07-08 15:00:00,346,-1,664,0,---,
14,Partenkirchen (alt),Partnach,2021-07-08 15:00:00,62,-1,654,0,---,
15,Stegen,Ammersee,2021-07-08 15:00:00,53325,0,---,0,---,
16,Stegen,Amper,2021-07-08 15:00:00,150,-1,361,0,---,
17,Fürstenfeldbruck,Amper,2021-07-08 15:00:00,103,0,388,0,---,
18,Ampermoching,Amper,2021-07-08 15:00:00,232,1,564,0,---,
19,Inkofen,Amper,2021-07-08 15:00:00,136,0,669,0,---,
20,Oberammergau,Ammer,2021-07-08 15:00:00,56,0,550,0,---,
21,Peißenberg,Ammer,2021-07-08 15:00:00,76,0,105,0,---,
22,Weilheim,Ammer,2021-07-08 15:00:00,70,0,192,0,---,
23,Raisting,Rott,2021-07-08 15:00:00,47,0,072,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-08 15:00:00,62509,0,---,0,---,
25,Leutstetten,Würm,2021-07-08 15:00:00,149,0,689,0,---,
26,Hohenkammer,Glonn,2021-07-08 15:00:00,38,-9,212,0,---,
27,Berg,Sempt,2021-07-08 15:00:00,67,0,382,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-08 15:00:00,148,0,227,0,---,
29,Starnberg,Starnberger See,2021-07-08 15:00:00,58454,1,---,0,---,
30,Eching,Windach,2021-07-08 15:00:00,63,-15,050,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-08 15:00:00,25,0,044,0,---,
0,Sylvenstein,Isar,2021-07-08 16:00:00,277,0,399,0,---,
1,Lenggries,Isar,2021-07-08 16:00:00,144,0,462,0,---,
2,Bad Tölz Brücke,Isar,2021-07-08 16:00:00,84,0,---,0,---,
3,Puppling,Isar,2021-07-08 16:00:00,163,0,683,0,---,
4,München,Isar,2021-07-08 16:00:00,160,-1,136,0,---,
5,Freising,Isar,2021-07-08 16:00:00,64,-2,395,0,---,
6,Landshut Birket,Isar,2021-07-08 16:00:00,161,-1,249,0,---,
7,Landau,Isar,2021-07-08 16:00:00,159,2,312,0,---,
8,Plattling,Isar,2021-07-08 16:00:00,248,1,285,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-08 16:00:00,106,0,104,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-08 16:00:00,178,0,388,0,---,
11,Schlehdorf,Loisach,2021-07-08 16:00:00,129,-1,340,0,---,
12,Kochel,Loisach,2021-07-08 16:00:00,120,0,671,0,---,
13,Beuerberg,Loisach,2021-07-08 16:00:00,346,-1,664,0,---,
14,Partenkirchen (alt),Partnach,2021-07-08 16:00:00,62,0,654,0,---,
15,Stegen,Ammersee,2021-07-08 16:00:00,53325,-1,---,0,---,
16,Stegen,Amper,2021-07-08 16:00:00,149,-1,356,0,---,
17,Fürstenfeldbruck,Amper,2021-07-08 16:00:00,103,0,388,0,---,
18,Ampermoching,Amper,2021-07-08 16:00:00,231,0,559,0,---,
19,Inkofen,Amper,2021-07-08 16:00:00,135,-2,663,0,---,
20,Oberammergau,Ammer,2021-07-08 16:00:00,55,-1,525,0,---,
21,Peißenberg,Ammer,2021-07-08 16:00:00,76,0,105,0,---,
22,Weilheim,Ammer,2021-07-08 16:00:00,70,0,192,0,---,
23,Raisting,Rott,2021-07-08 16:00:00,47,0,072,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-08 16:00:00,62510,1,---,0,---,
25,Leutstetten,Würm,2021-07-08 16:00:00,149,0,689,0,---,
26,Hohenkammer,Glonn,2021-07-08 16:00:00,48,1,326,0,---,
27,Berg,Sempt,2021-07-08 16:00:00,67,0,382,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-08 16:00:00,147,-1,222,0,---,
29,Starnberg,Starnberger See,2021-07-08 16:00:00,58452,-1,---,0,---,
30,Eching,Windach,2021-07-08 16:00:00,82,6,167,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-08 16:00:00,25,0,044,0,---,
0,Sylvenstein,Isar,2021-07-08 17:00:00,277,0,399,0,---,
1,Lenggries,Isar,2021-07-08 17:00:00,143,0,452,0,---,
2,Bad Tölz Brücke,Isar,2021-07-08 17:00:00,84,0,---,0,---,
3,Puppling,Isar,2021-07-08 17:00:00,162,-1,672,0,---,
4,München,Isar,2021-07-08 17:00:00,161,1,138,0,---,
5,Freising,Isar,2021-07-08 17:00:00,62,-4,378,0,---,
6,Landshut Birket,Isar,2021-07-08 17:00:00,163,2,254,0,---,
7,Landau,Isar,2021-07-08 17:00:00,161,3,317,0,---,
8,Plattling,Isar,2021-07-08 17:00:00,249,2,287,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-08 17:00:00,105,0,100,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-08 17:00:00,178,-1,388,0,---,
11,Schlehdorf,Loisach,2021-07-08 17:00:00,128,-1,334,0,---,
12,Kochel,Loisach,2021-07-08 17:00:00,120,0,671,0,---,
13,Beuerberg,Loisach,2021-07-08 17:00:00,345,-1,654,0,---,
14,Partenkirchen (alt),Partnach,2021-07-08 17:00:00,62,0,654,0,---,
15,Stegen,Ammersee,2021-07-08 17:00:00,53321,-4,---,0,---,
16,Stegen,Amper,2021-07-08 17:00:00,149,-1,356,0,---,
17,Fürstenfeldbruck,Amper,2021-07-08 17:00:00,103,0,388,0,---,
18,Ampermoching,Amper,2021-07-08 17:00:00,231,-1,559,0,---,
19,Inkofen,Amper,2021-07-08 17:00:00,134,-2,657,0,---,
20,Oberammergau,Ammer,2021-07-08 17:00:00,55,-1,525,0,---,
21,Peißenberg,Ammer,2021-07-08 17:00:00,76,0,105,0,---,
22,Weilheim,Ammer,2021-07-08 17:00:00,69,-1,188,0,---,
23,Raisting,Rott,2021-07-08 17:00:00,47,0,072,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-08 17:00:00,62510,1,---,0,---,
25,Leutstetten,Würm,2021-07-08 17:00:00,149,0,689,0,---,
26,Hohenkammer,Glonn,2021-07-08 17:00:00,50,12,352,0,---,
27,Berg,Sempt,2021-07-08 17:00:00,66,-1,371,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-08 17:00:00,148,0,227,0,---,
29,Starnberg,Starnberger See,2021-07-08 17:00:00,58452,-2,---,0,---,
30,Eching,Windach,2021-07-08 17:00:00,78,15,137,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-08 17:00:00,25,0,044,0,---,
0,Sylvenstein,Isar,2021-07-08 18:00:00,276,-1,388,0,---,
1,Lenggries,Isar,2021-07-08 18:00:00,143,-1,452,0,---,
2,Bad Tölz Brücke,Isar,2021-07-08 18:00:00,84,0,---,0,---,
3,Puppling,Isar,2021-07-08 18:00:00,163,0,683,0,---,
4,München,Isar,2021-07-08 18:00:00,160,0,136,0,---,
5,Freising,Isar,2021-07-08 18:00:00,62,-2,378,0,---,
6,Landshut Birket,Isar,2021-07-08 18:00:00,163,2,254,0,---,
7,Landau,Isar,2021-07-08 18:00:00,160,1,315,0,---,
8,Plattling,Isar,2021-07-08 18:00:00,250,2,290,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-08 18:00:00,105,-1,100,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-08 18:00:00,178,0,388,0,---,
11,Schlehdorf,Loisach,2021-07-08 18:00:00,128,-1,334,0,---,
12,Kochel,Loisach,2021-07-08 18:00:00,119,-1,665,0,---,
13,Beuerberg,Loisach,2021-07-08 18:00:00,346,0,664,0,---,
14,Partenkirchen (alt),Partnach,2021-07-08 18:00:00,61,-1,627,0,---,
15,Stegen,Ammersee,2021-07-08 18:00:00,53321,-4,---,0,---,
16,Stegen,Amper,2021-07-08 18:00:00,151,2,366,0,---,
17,Fürstenfeldbruck,Amper,2021-07-08 18:00:00,103,0,388,0,---,
18,Ampermoching,Amper,2021-07-08 18:00:00,231,0,559,0,---,
19,Inkofen,Amper,2021-07-08 18:00:00,134,-1,657,0,---,
20,Oberammergau,Ammer,2021-07-08 18:00:00,56,1,550,0,---,
21,Peißenberg,Ammer,2021-07-08 18:00:00,78,2,115,0,---,
22,Weilheim,Ammer,2021-07-08 18:00:00,70,0,192,0,---,
23,Raisting,Rott,2021-07-08 18:00:00,46,-1,067,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-08 18:00:00,62511,1,---,0,---,
25,Leutstetten,Würm,2021-07-08 18:00:00,149,0,689,0,---,
26,Hohenkammer,Glonn,2021-07-08 18:00:00,54,6,408,0,---,
27,Berg,Sempt,2021-07-08 18:00:00,66,-1,371,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-08 18:00:00,148,1,227,0,---,
29,Starnberg,Starnberger See,2021-07-08 18:00:00,58454,2,---,0,---,
30,Eching,Windach,2021-07-08 18:00:00,71,-11,089,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-08 18:00:00,26,1,049,0,---,
0,Sylvenstein,Isar,2021-07-08 19:00:00,277,0,399,0,---,
1,Lenggries,Isar,2021-07-08 19:00:00,144,1,462,0,---,
2,Bad Tölz Brücke,Isar,2021-07-08 19:00:00,84,0,---,0,---,
3,Puppling,Isar,2021-07-08 19:00:00,164,2,695,0,---,
4,München,Isar,2021-07-08 19:00:00,160,-1,136,0,---,
5,Freising,Isar,2021-07-08 19:00:00,62,0,378,0,---,
6,Landshut Birket,Isar,2021-07-08 19:00:00,162,-1,251,0,---,
7,Landau,Isar,2021-07-08 19:00:00,164,3,325,0,---,
8,Plattling,Isar,2021-07-08 19:00:00,251,2,292,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-08 19:00:00,105,0,100,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-08 19:00:00,177,-1,381,0,---,
11,Schlehdorf,Loisach,2021-07-08 19:00:00,129,1,340,0,---,
12,Kochel,Loisach,2021-07-08 19:00:00,119,-1,665,0,---,
13,Beuerberg,Loisach,2021-07-08 19:00:00,346,1,664,0,---,
14,Partenkirchen (alt),Partnach,2021-07-08 19:00:00,61,-1,627,0,---,
15,Stegen,Ammersee,2021-07-08 19:00:00,53323,2,---,0,---,
16,Stegen,Amper,2021-07-08 19:00:00,150,1,361,0,---,
17,Fürstenfeldbruck,Amper,2021-07-08 19:00:00,102,-1,383,0,---,
18,Ampermoching,Amper,2021-07-08 19:00:00,232,1,564,0,---,
19,Inkofen,Amper,2021-07-08 19:00:00,134,0,657,0,---,
20,Oberammergau,Ammer,2021-07-08 19:00:00,57,2,575,0,---,
21,Peißenberg,Ammer,2021-07-08 19:00:00,79,3,120,0,---,
22,Weilheim,Ammer,2021-07-08 19:00:00,71,2,197,0,---,
23,Raisting,Rott,2021-07-08 19:00:00,46,-1,067,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-08 19:00:00,62511,1,---,0,---,
25,Leutstetten,Würm,2021-07-08 19:00:00,149,0,689,0,---,
26,Hohenkammer,Glonn,2021-07-08 19:00:00,50,0,352,0,---,
27,Berg,Sempt,2021-07-08 19:00:00,67,1,382,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-08 19:00:00,147,-1,222,0,---,
29,Starnberg,Starnberger See,2021-07-08 19:00:00,58454,2,---,0,---,
30,Eching,Windach,2021-07-08 19:00:00,72,-6,095,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-08 19:00:00,25,0,044,0,---,
0,Sylvenstein,Isar,2021-07-08 20:00:00,276,0,388,0,---,
1,Lenggries,Isar,2021-07-08 20:00:00,143,0,452,0,---,
2,Bad Tölz Brücke,Isar,2021-07-08 20:00:00,84,0,---,0,---,
3,Puppling,Isar,2021-07-08 20:00:00,163,0,683,0,---,
4,München,Isar,2021-07-08 20:00:00,160,0,136,0,---,
5,Freising,Isar,2021-07-08 20:00:00,62,0,378,0,---,
6,Landshut Birket,Isar,2021-07-08 20:00:00,158,-5,241,0,---,
7,Landau,Isar,2021-07-08 20:00:00,167,7,332,0,---,
8,Plattling,Isar,2021-07-08 20:00:00,256,6,303,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-08 20:00:00,106,1,104,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-08 20:00:00,177,-1,381,0,---,
11,Schlehdorf,Loisach,2021-07-08 20:00:00,130,2,346,0,---,
12,Kochel,Loisach,2021-07-08 20:00:00,119,0,665,0,---,
13,Beuerberg,Loisach,2021-07-08 20:00:00,346,0,664,0,---,
14,Partenkirchen (alt),Partnach,2021-07-08 20:00:00,62,1,654,0,---,
15,Stegen,Ammersee,2021-07-08 20:00:00,53325,4,---,0,---,
16,Stegen,Amper,2021-07-08 20:00:00,150,-1,361,0,---,
17,Fürstenfeldbruck,Amper,2021-07-08 20:00:00,103,0,388,0,---,
18,Ampermoching,Amper,2021-07-08 20:00:00,232,1,564,0,---,
19,Inkofen,Amper,2021-07-08 20:00:00,132,-2,646,0,---,
20,Oberammergau,Ammer,2021-07-08 20:00:00,57,1,575,0,---,
21,Peißenberg,Ammer,2021-07-08 20:00:00,80,2,125,0,---,
22,Weilheim,Ammer,2021-07-08 20:00:00,72,2,202,0,---,
23,Raisting,Rott,2021-07-08 20:00:00,47,1,072,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-08 20:00:00,62512,1,---,0,---,
25,Leutstetten,Würm,2021-07-08 20:00:00,149,0,689,0,---,
26,Hohenkammer,Glonn,2021-07-08 20:00:00,54,0,408,0,---,
27,Berg,Sempt,2021-07-08 20:00:00,67,1,382,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-08 20:00:00,147,-1,222,0,---,
29,Starnberg,Starnberger See,2021-07-08 20:00:00,58454,0,---,0,---,
30,Eching,Windach,2021-07-08 20:00:00,73,2,102,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-08 20:00:00,25,-1,044,0,---,
0,Sylvenstein,Isar,2021-07-08 21:00:00,276,-1,388,0,---,
1,Lenggries,Isar,2021-07-08 21:00:00,143,-1,452,0,---,
2,Bad Tölz Brücke,Isar,2021-07-08 21:00:00,85,1,---,0,---,
3,Puppling,Isar,2021-07-08 21:00:00,164,0,695,0,---,
4,München,Isar,2021-07-08 21:00:00,158,-2,133,0,---,
5,Freising,Isar,2021-07-08 21:00:00,62,0,378,0,---,
6,Landshut Birket,Isar,2021-07-08 21:00:00,159,-3,244,0,---,
7,Landau,Isar,2021-07-08 21:00:00,164,0,325,0,---,
8,Plattling,Isar,2021-07-08 21:00:00,257,6,306,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-08 21:00:00,106,1,104,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-08 21:00:00,179,2,394,0,---,
11,Schlehdorf,Loisach,2021-07-08 21:00:00,130,1,346,0,---,
12,Kochel,Loisach,2021-07-08 21:00:00,120,1,671,0,---,
13,Beuerberg,Loisach,2021-07-08 21:00:00,346,0,664,0,---,
14,Partenkirchen (alt),Partnach,2021-07-08 21:00:00,63,2,681,0,---,
15,Stegen,Ammersee,2021-07-08 21:00:00,53325,2,---,0,---,
16,Stegen,Amper,2021-07-08 21:00:00,150,0,361,0,---,
17,Fürstenfeldbruck,Amper,2021-07-08 21:00:00,103,1,388,0,---,
18,Ampermoching,Amper,2021-07-08 21:00:00,233,1,569,0,---,
19,Inkofen,Amper,2021-07-08 21:00:00,133,-1,652,0,---,
20,Oberammergau,Ammer,2021-07-08 21:00:00,58,1,601,0,---,
21,Peißenberg,Ammer,2021-07-08 21:00:00,82,3,136,0,---,
22,Weilheim,Ammer,2021-07-08 21:00:00,76,5,221,0,---,
23,Raisting,Rott,2021-07-08 21:00:00,47,1,072,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-08 21:00:00,62513,2,---,0,---,
25,Leutstetten,Würm,2021-07-08 21:00:00,150,1,701,0,---,
26,Hohenkammer,Glonn,2021-07-08 21:00:00,57,7,452,0,---,
27,Berg,Sempt,2021-07-08 21:00:00,68,1,394,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-08 21:00:00,147,0,222,0,---,
29,Starnberg,Starnberger See,2021-07-08 21:00:00,58455,1,---,0,---,
30,Eching,Windach,2021-07-08 21:00:00,77,5,129,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-08 21:00:00,27,2,053,0,---,
0,Sylvenstein,Isar,2021-07-08 22:00:00,276,0,388,0,---,
1,Lenggries,Isar,2021-07-08 22:00:00,144,1,462,0,---,
