,Unnamed: 0,Messstelle,Gewässer,Datum Zeit,Wasser­stand [cm],Änderung seit 2 Std. [cm],Abfluss [m³/s],Melde­stufe,Jähr­lichkeit,Vorher­sage
41475,3,Puppling,Isar,2021-07-17 00:00:00,157,0,649,0,---,
41476,4,München,Isar,2021-07-17 00:00:00,168,1,150,0,---,
41477,5,Freising,Isar,2021-07-17 00:00:00,83,2,576,0,---,
41478,6,Landshut Birket,Isar,2021-07-17 00:00:00,151,2,224,0,---,
41479,7,Landau,Isar,2021-07-17 00:00:00,138,1,256,0,---,
41480,8,Plattling,Isar,2021-07-17 00:00:00,237,0,262,0,---,
41481,9,Garmisch o. d. Partnachmündung,Loisach,2021-07-17 00:00:00,121,-1,162,0,---,
41482,10,Garmisch u. d. Partnachmündung,Loisach,2021-07-17 00:00:00,161,0,286,0,---,
41483,11,Schlehdorf,Loisach,2021-07-17 00:00:00,147,-2,450,0,---,
41484,12,Kochel,Loisach,2021-07-17 00:00:00,199,-3,112,0,---,
41485,13,Beuerberg,Loisach,2021-07-17 00:00:00,404,-2,129,0,---,
41486,14,Partenkirchen (alt),Partnach,2021-07-17 00:00:00,66,0,768,0,---,
41487,15,Stegen,Ammersee,2021-07-17 00:00:00,53315,0,---,0,---,
41488,16,Stegen,Amper,2021-07-17 00:00:00,140,0,313,0,---,
41489,17,Fürstenfeldbruck,Amper,2021-07-17 00:00:00,93,-1,336,0,---,
41490,18,Ampermoching,Amper,2021-07-17 00:00:00,221,0,504,0,---,
41491,19,Inkofen,Amper,2021-07-17 00:00:00,122,-2,596,0,---,
41492,20,Oberammergau,Ammer,2021-07-17 00:00:00,65,-2,814,0,---,
41493,21,Peißenberg,Ammer,2021-07-17 00:00:00,90,-3,184,0,---,
41494,22,Weilheim,Ammer,2021-07-17 00:00:00,78,-2,227,0,---,
41495,23,Raisting,Rott,2021-07-17 00:00:00,52,-1,103,0,---,
41496,24,Oberfinning Seepegel,Windachspeicher,2021-07-17 00:00:00,62508,0,---,0,---,
41497,25,Leutstetten,Würm,2021-07-17 00:00:00,141,0,588,0,---,
41498,26,Hohenkammer,Glonn,2021-07-17 00:00:00,46,0,283,0,---,
41499,27,Berg,Sempt,2021-07-17 00:00:00,62,0,293,0,---,
41500,28,Eschenlohe Brücke,Loisach,2021-07-17 00:00:00,161,-1,270,0,---,
41501,29,Starnberg,Starnberger See,2021-07-17 00:00:00,58448,0,---,0,---,
41502,30,Eching,Windach,2021-07-17 00:00:00,89,-1,226,0,---,
41503,31,Oberfinning Speicherabgabe,Windach,2021-07-17 00:00:00,33,0,083,0,---,
41504,0,Sylvenstein,Isar,2021-07-17 01:00:00,273,0,356,0,---,
41505,1,Lenggries,Isar,2021-07-17 01:00:00,136,-1,384,0,---,
41506,2,Bad Tölz Brücke,Isar,2021-07-17 01:00:00,76,0,---,0,---,
41507,3,Puppling,Isar,2021-07-17 01:00:00,157,0,649,0,---,
41508,4,München,Isar,2021-07-17 01:00:00,171,3,155,0,---,
41509,5,Freising,Isar,2021-07-17 01:00:00,83,3,576,0,---,
41510,6,Landshut Birket,Isar,2021-07-17 01:00:00,151,1,224,0,---,
41511,7,Landau,Isar,2021-07-17 01:00:00,138,-1,256,0,---,
41512,8,Plattling,Isar,2021-07-17 01:00:00,237,3,262,0,---,
41513,9,Garmisch o. d. Partnachmündung,Loisach,2021-07-17 01:00:00,121,0,162,0,---,
41514,10,Garmisch u. d. Partnachmündung,Loisach,2021-07-17 01:00:00,161,0,286,0,---,
41515,11,Schlehdorf,Loisach,2021-07-17 01:00:00,147,-2,450,0,---,
41516,12,Kochel,Loisach,2021-07-17 01:00:00,196,-5,111,0,---,
41517,13,Beuerberg,Loisach,2021-07-17 01:00:00,404,-1,129,0,---,
41518,14,Partenkirchen (alt),Partnach,2021-07-17 01:00:00,67,2,798,0,---,
41519,15,Stegen,Ammersee,2021-07-17 01:00:00,53314,0,---,0,---,
41520,16,Stegen,Amper,2021-07-17 01:00:00,140,0,313,0,---,
41521,17,Fürstenfeldbruck,Amper,2021-07-17 01:00:00,93,0,336,0,---,
41522,18,Ampermoching,Amper,2021-07-17 01:00:00,221,0,504,0,---,
41523,19,Inkofen,Amper,2021-07-17 01:00:00,122,-1,596,0,---,
41524,20,Oberammergau,Ammer,2021-07-17 01:00:00,65,-1,814,0,---,
41525,21,Peißenberg,Ammer,2021-07-17 01:00:00,90,-1,184,0,---,
41526,22,Weilheim,Ammer,2021-07-17 01:00:00,77,-2,222,0,---,
41527,23,Raisting,Rott,2021-07-17 01:00:00,52,-1,103,0,---,
41528,24,Oberfinning Seepegel,Windachspeicher,2021-07-17 01:00:00,62508,0,---,0,---,
41529,25,Leutstetten,Würm,2021-07-17 01:00:00,141,0,588,0,---,
41530,26,Hohenkammer,Glonn,2021-07-17 01:00:00,46,-1,283,0,---,
41531,27,Berg,Sempt,2021-07-17 01:00:00,62,0,293,0,---,
41532,28,Eschenlohe Brücke,Loisach,2021-07-17 01:00:00,161,0,270,0,---,
41533,29,Starnberg,Starnberger See,2021-07-17 01:00:00,58448,0,---,0,---,
41534,30,Eching,Windach,2021-07-17 01:00:00,88,-2,217,0,---,
41535,31,Oberfinning Speicherabgabe,Windach,2021-07-17 01:00:00,33,0,083,0,---,
41536,0,Sylvenstein,Isar,2021-07-17 02:00:00,273,0,356,0,---,
41537,1,Lenggries,Isar,2021-07-17 02:00:00,136,0,384,0,---,
41538,2,Bad Tölz Brücke,Isar,2021-07-17 02:00:00,77,1,---,0,---,
41539,3,Puppling,Isar,2021-07-17 02:00:00,157,0,649,0,---,
41540,4,München,Isar,2021-07-17 02:00:00,172,4,157,0,---,
41541,5,Freising,Isar,2021-07-17 02:00:00,84,1,587,0,---,
41542,6,Landshut Birket,Isar,2021-07-17 02:00:00,154,3,232,0,---,
41543,7,Landau,Isar,2021-07-17 02:00:00,138,0,256,0,---,
41544,8,Plattling,Isar,2021-07-17 02:00:00,238,1,264,0,---,
41545,9,Garmisch o. d. Partnachmündung,Loisach,2021-07-17 02:00:00,121,0,162,0,---,
41546,10,Garmisch u. d. Partnachmündung,Loisach,2021-07-17 02:00:00,161,0,286,0,---,
41547,11,Schlehdorf,Loisach,2021-07-17 02:00:00,145,-2,437,0,---,
41548,12,Kochel,Loisach,2021-07-17 02:00:00,195,-4,110,0,---,
41549,13,Beuerberg,Loisach,2021-07-17 02:00:00,403,-1,128,0,---,
41550,14,Partenkirchen (alt),Partnach,2021-07-17 02:00:00,67,1,798,0,---,
41551,15,Stegen,Ammersee,2021-07-17 02:00:00,53314,-1,---,0,---,
41552,16,Stegen,Amper,2021-07-17 02:00:00,140,0,313,0,---,
41553,17,Fürstenfeldbruck,Amper,2021-07-17 02:00:00,93,0,336,0,---,
41554,18,Ampermoching,Amper,2021-07-17 02:00:00,221,0,504,0,---,
41555,19,Inkofen,Amper,2021-07-17 02:00:00,122,0,596,0,---,
41556,20,Oberammergau,Ammer,2021-07-17 02:00:00,65,0,814,0,---,
41557,21,Peißenberg,Ammer,2021-07-17 02:00:00,89,-1,178,0,---,
41558,22,Weilheim,Ammer,2021-07-17 02:00:00,76,-2,217,0,---,
41559,23,Raisting,Rott,2021-07-17 02:00:00,52,0,103,0,---,
41560,24,Oberfinning Seepegel,Windachspeicher,2021-07-17 02:00:00,62507,-1,---,0,---,
41561,25,Leutstetten,Würm,2021-07-17 02:00:00,141,0,588,0,---,
41562,26,Hohenkammer,Glonn,2021-07-17 02:00:00,45,-1,271,0,---,
41563,27,Berg,Sempt,2021-07-17 02:00:00,62,0,293,0,---,
41564,28,Eschenlohe Brücke,Loisach,2021-07-17 02:00:00,163,2,283,0,---,
41565,29,Starnberg,Starnberger See,2021-07-17 02:00:00,58448,0,---,0,---,
41566,30,Eching,Windach,2021-07-17 02:00:00,89,0,226,0,---,
41567,31,Oberfinning Speicherabgabe,Windach,2021-07-17 02:00:00,33,0,083,0,---,
41568,0,Sylvenstein,Isar,2021-07-17 03:00:00,273,0,356,0,---,
41569,1,Lenggries,Isar,2021-07-17 03:00:00,136,0,384,0,---,
41570,2,Bad Tölz Brücke,Isar,2021-07-17 03:00:00,77,1,---,0,---,
41571,3,Puppling,Isar,2021-07-17 03:00:00,157,0,649,0,---,
41572,4,München,Isar,2021-07-17 03:00:00,174,3,160,0,---,
41573,5,Freising,Isar,2021-07-17 03:00:00,84,1,587,0,---,
41574,6,Landshut Birket,Isar,2021-07-17 03:00:00,154,3,232,0,---,
41575,7,Landau,Isar,2021-07-17 03:00:00,139,1,259,0,---,
41576,8,Plattling,Isar,2021-07-17 03:00:00,237,0,262,0,---,
41577,9,Garmisch o. d. Partnachmündung,Loisach,2021-07-17 03:00:00,122,1,166,0,---,
41578,10,Garmisch u. d. Partnachmündung,Loisach,2021-07-17 03:00:00,160,-1,280,0,---,
41579,11,Schlehdorf,Loisach,2021-07-17 03:00:00,144,-3,431,0,---,
41580,12,Kochel,Loisach,2021-07-17 03:00:00,195,-1,110,0,---,
41581,13,Beuerberg,Loisach,2021-07-17 03:00:00,402,-2,127,0,---,
41582,14,Partenkirchen (alt),Partnach,2021-07-17 03:00:00,68,1,832,0,---,
41583,15,Stegen,Ammersee,2021-07-17 03:00:00,53315,1,---,0,---,
41584,16,Stegen,Amper,2021-07-17 03:00:00,141,1,318,0,---,
41585,17,Fürstenfeldbruck,Amper,2021-07-17 03:00:00,93,0,336,0,---,
41586,18,Ampermoching,Amper,2021-07-17 03:00:00,220,-1,499,0,---,
41587,19,Inkofen,Amper,2021-07-17 03:00:00,121,-1,591,0,---,
41588,20,Oberammergau,Ammer,2021-07-17 03:00:00,64,-1,785,0,---,
41589,21,Peißenberg,Ammer,2021-07-17 03:00:00,88,-2,171,0,---,
41590,22,Weilheim,Ammer,2021-07-17 03:00:00,75,-2,212,0,---,
41591,23,Raisting,Rott,2021-07-17 03:00:00,52,0,103,0,---,
41592,24,Oberfinning Seepegel,Windachspeicher,2021-07-17 03:00:00,62507,-1,---,0,---,
41593,25,Leutstetten,Würm,2021-07-17 03:00:00,142,1,600,0,---,
41594,26,Hohenkammer,Glonn,2021-07-17 03:00:00,45,-1,271,0,---,
41595,27,Berg,Sempt,2021-07-17 03:00:00,62,0,293,0,---,
41596,28,Eschenlohe Brücke,Loisach,2021-07-17 03:00:00,163,2,283,0,---,
41597,29,Starnberg,Starnberger See,2021-07-17 03:00:00,58449,1,---,0,---,
41598,30,Eching,Windach,2021-07-17 03:00:00,89,1,226,0,---,
41599,31,Oberfinning Speicherabgabe,Windach,2021-07-17 03:00:00,33,0,083,0,---,
41600,0,Sylvenstein,Isar,2021-07-17 04:00:00,273,0,356,0,---,
41601,1,Lenggries,Isar,2021-07-17 04:00:00,136,0,384,0,---,
41602,2,Bad Tölz Brücke,Isar,2021-07-17 04:00:00,77,0,---,0,---,
41603,3,Puppling,Isar,2021-07-17 04:00:00,157,0,649,0,---,
41604,4,München,Isar,2021-07-17 04:00:00,173,1,159,0,---,
41605,5,Freising,Isar,2021-07-17 04:00:00,84,0,587,0,---,
41606,6,Landshut Birket,Isar,2021-07-17 04:00:00,155,1,234,0,---,
41607,7,Landau,Isar,2021-07-17 04:00:00,138,0,256,0,---,
41608,8,Plattling,Isar,2021-07-17 04:00:00,237,-1,262,0,---,
41609,9,Garmisch o. d. Partnachmündung,Loisach,2021-07-17 04:00:00,124,3,175,0,---,
41610,10,Garmisch u. d. Partnachmündung,Loisach,2021-07-17 04:00:00,163,2,298,0,---,
41611,11,Schlehdorf,Loisach,2021-07-17 04:00:00,145,0,437,0,---,
41612,12,Kochel,Loisach,2021-07-17 04:00:00,196,1,111,0,---,
41613,13,Beuerberg,Loisach,2021-07-17 04:00:00,401,-2,126,0,---,
41614,14,Partenkirchen (alt),Partnach,2021-07-17 04:00:00,69,2,862,0,---,
41615,15,Stegen,Ammersee,2021-07-17 04:00:00,53315,1,---,0,---,
41616,16,Stegen,Amper,2021-07-17 04:00:00,141,1,318,0,---,
41617,17,Fürstenfeldbruck,Amper,2021-07-17 04:00:00,93,0,336,0,---,
41618,18,Ampermoching,Amper,2021-07-17 04:00:00,220,-1,499,0,---,
41619,19,Inkofen,Amper,2021-07-17 04:00:00,122,0,596,0,---,
41620,20,Oberammergau,Ammer,2021-07-17 04:00:00,64,-1,785,0,---,
41621,21,Peißenberg,Ammer,2021-07-17 04:00:00,88,-1,171,0,---,
41622,22,Weilheim,Ammer,2021-07-17 04:00:00,74,-2,207,0,---,
41623,23,Raisting,Rott,2021-07-17 04:00:00,53,1,109,0,---,
41624,24,Oberfinning Seepegel,Windachspeicher,2021-07-17 04:00:00,62507,0,---,0,---,
41625,25,Leutstetten,Würm,2021-07-17 04:00:00,142,1,600,0,---,
41626,26,Hohenkammer,Glonn,2021-07-17 04:00:00,44,-1,260,0,---,
41627,27,Berg,Sempt,2021-07-17 04:00:00,62,0,293,0,---,
41628,28,Eschenlohe Brücke,Loisach,2021-07-17 04:00:00,163,0,283,0,---,
41629,29,Starnberg,Starnberger See,2021-07-17 04:00:00,58449,1,---,0,---,
41630,30,Eching,Windach,2021-07-17 04:00:00,87,-2,209,0,---,
41631,31,Oberfinning Speicherabgabe,Windach,2021-07-17 04:00:00,33,0,083,0,---,
41632,0,Sylvenstein,Isar,2021-07-17 05:00:00,273,0,356,0,---,
41633,1,Lenggries,Isar,2021-07-17 05:00:00,136,0,384,0,---,
41634,2,Bad Tölz Brücke,Isar,2021-07-17 05:00:00,77,0,---,0,---,
41635,3,Puppling,Isar,2021-07-17 05:00:00,157,0,649,0,---,
41636,4,München,Isar,2021-07-17 05:00:00,174,0,160,0,---,
41637,5,Freising,Isar,2021-07-17 05:00:00,85,1,598,0,---,
41638,6,Landshut Birket,Isar,2021-07-17 05:00:00,155,1,234,0,---,
41639,7,Landau,Isar,2021-07-17 05:00:00,139,0,259,0,---,
41640,8,Plattling,Isar,2021-07-17 05:00:00,237,0,262,0,---,
41641,9,Garmisch o. d. Partnachmündung,Loisach,2021-07-17 05:00:00,124,2,175,0,---,
41642,10,Garmisch u. d. Partnachmündung,Loisach,2021-07-17 05:00:00,166,6,315,0,---,
41643,11,Schlehdorf,Loisach,2021-07-17 05:00:00,145,1,437,0,---,
41644,12,Kochel,Loisach,2021-07-17 05:00:00,197,2,111,0,---,
41645,13,Beuerberg,Loisach,2021-07-17 05:00:00,400,-2,125,0,---,
41646,14,Partenkirchen (alt),Partnach,2021-07-17 05:00:00,79,11,119,0,---,
41647,15,Stegen,Ammersee,2021-07-17 05:00:00,53316,1,---,0,---,
41648,16,Stegen,Amper,2021-07-17 05:00:00,141,0,318,0,---,
41649,17,Fürstenfeldbruck,Amper,2021-07-17 05:00:00,93,0,336,0,---,
41650,18,Ampermoching,Amper,2021-07-17 05:00:00,220,0,499,0,---,
41651,19,Inkofen,Amper,2021-07-17 05:00:00,120,-1,585,0,---,
41652,20,Oberammergau,Ammer,2021-07-17 05:00:00,64,0,785,0,---,
41653,21,Peißenberg,Ammer,2021-07-17 05:00:00,87,-1,165,0,---,
41654,22,Weilheim,Ammer,2021-07-17 05:00:00,73,-2,202,0,---,
41655,23,Raisting,Rott,2021-07-17 05:00:00,52,0,103,0,---,
41656,24,Oberfinning Seepegel,Windachspeicher,2021-07-17 05:00:00,62506,-1,---,0,---,
41657,25,Leutstetten,Würm,2021-07-17 05:00:00,142,0,600,0,---,
41658,26,Hohenkammer,Glonn,2021-07-17 05:00:00,43,-2,249,0,---,
41659,27,Berg,Sempt,2021-07-17 05:00:00,62,0,293,0,---,
41660,28,Eschenlohe Brücke,Loisach,2021-07-17 05:00:00,164,1,289,0,---,
41661,29,Starnberg,Starnberger See,2021-07-17 05:00:00,58448,-1,---,0,---,
41662,30,Eching,Windach,2021-07-17 05:00:00,89,0,226,0,---,
41663,31,Oberfinning Speicherabgabe,Windach,2021-07-17 05:00:00,33,0,083,0,---,
41664,0,Sylvenstein,Isar,2021-07-17 06:00:00,273,0,356,0,---,
41665,1,Lenggries,Isar,2021-07-17 06:00:00,136,0,384,0,---,
41666,2,Bad Tölz Brücke,Isar,2021-07-17 06:00:00,77,0,---,0,---,
41667,3,Puppling,Isar,2021-07-17 06:00:00,157,0,649,0,---,
41668,4,München,Isar,2021-07-17 06:00:00,170,-3,154,0,---,
41669,5,Freising,Isar,2021-07-17 06:00:00,88,4,632,0,---,
41670,6,Landshut Birket,Isar,2021-07-17 06:00:00,155,0,234,0,---,
41671,7,Landau,Isar,2021-07-17 06:00:00,137,-1,253,0,---,
41672,8,Plattling,Isar,2021-07-17 06:00:00,237,0,262,0,---,
41673,9,Garmisch o. d. Partnachmündung,Loisach,2021-07-17 06:00:00,125,1,180,0,---,
41674,10,Garmisch u. d. Partnachmündung,Loisach,2021-07-17 06:00:00,170,7,339,0,---,
41675,11,Schlehdorf,Loisach,2021-07-17 06:00:00,145,0,437,0,---,
41676,12,Kochel,Loisach,2021-07-17 06:00:00,197,1,111,0,---,
41677,13,Beuerberg,Loisach,2021-07-17 06:00:00,399,-2,124,0,---,
41678,14,Partenkirchen (alt),Partnach,2021-07-17 06:00:00,79,10,119,0,---,
41679,15,Stegen,Ammersee,2021-07-17 06:00:00,53315,0,---,0,---,
41680,16,Stegen,Amper,2021-07-17 06:00:00,141,0,318,0,---,
41681,17,Fürstenfeldbruck,Amper,2021-07-17 06:00:00,93,0,336,0,---,
41682,18,Ampermoching,Amper,2021-07-17 06:00:00,219,-1,493,0,---,
41683,19,Inkofen,Amper,2021-07-17 06:00:00,120,-2,585,0,---,
41684,20,Oberammergau,Ammer,2021-07-17 06:00:00,65,1,814,0,---,
41685,21,Peißenberg,Ammer,2021-07-17 06:00:00,87,-1,165,0,---,
41686,22,Weilheim,Ammer,2021-07-17 06:00:00,72,-2,198,0,---,
41687,23,Raisting,Rott,2021-07-17 06:00:00,52,-1,103,0,---,
41688,24,Oberfinning Seepegel,Windachspeicher,2021-07-17 06:00:00,62506,-1,---,0,---,
41689,25,Leutstetten,Würm,2021-07-17 06:00:00,141,-1,588,0,---,
41690,26,Hohenkammer,Glonn,2021-07-17 06:00:00,44,0,260,0,---,
41691,27,Berg,Sempt,2021-07-17 06:00:00,62,0,293,0,---,
41692,28,Eschenlohe Brücke,Loisach,2021-07-17 06:00:00,167,4,309,0,---,
41693,29,Starnberg,Starnberger See,2021-07-17 06:00:00,58449,0,---,0,---,
41694,30,Eching,Windach,2021-07-17 06:00:00,87,0,209,0,---,
41695,31,Oberfinning Speicherabgabe,Windach,2021-07-17 06:00:00,33,0,083,0,---,
41696,0,Sylvenstein,Isar,2021-07-17 07:00:00,273,0,356,0,---,
41697,1,Lenggries,Isar,2021-07-17 07:00:00,136,0,384,0,---,
41698,2,Bad Tölz Brücke,Isar,2021-07-17 07:00:00,77,0,---,0,---,
41699,3,Puppling,Isar,2021-07-17 07:00:00,158,1,661,0,---,
41700,4,München,Isar,2021-07-17 07:00:00,169,-5,152,0,---,
41701,5,Freising,Isar,2021-07-17 07:00:00,88,3,632,0,---,
41702,6,Landshut Birket,Isar,2021-07-17 07:00:00,158,3,241,0,---,
41703,7,Landau,Isar,2021-07-17 07:00:00,139,0,259,0,---,
41704,8,Plattling,Isar,2021-07-17 07:00:00,237,0,262,0,---,
41705,9,Garmisch o. d. Partnachmündung,Loisach,2021-07-17 07:00:00,126,2,184,0,---,
41706,10,Garmisch u. d. Partnachmündung,Loisach,2021-07-17 07:00:00,171,5,345,0,---,
41707,11,Schlehdorf,Loisach,2021-07-17 07:00:00,146,1,444,0,---,
41708,12,Kochel,Loisach,2021-07-17 07:00:00,196,-1,111,0,---,
41709,13,Beuerberg,Loisach,2021-07-17 07:00:00,399,-1,124,0,---,
41710,14,Partenkirchen (alt),Partnach,2021-07-17 07:00:00,81,2,126,0,---,
41711,15,Stegen,Ammersee,2021-07-17 07:00:00,53315,-1,---,0,---,
41712,16,Stegen,Amper,2021-07-17 07:00:00,141,0,318,0,---,
41713,17,Fürstenfeldbruck,Amper,2021-07-17 07:00:00,93,0,336,0,---,
41714,18,Ampermoching,Amper,2021-07-17 07:00:00,219,-1,493,0,---,
41715,19,Inkofen,Amper,2021-07-17 07:00:00,120,0,585,0,---,
41716,20,Oberammergau,Ammer,2021-07-17 07:00:00,66,2,842,0,---,
41717,21,Peißenberg,Ammer,2021-07-17 07:00:00,86,-1,159,0,---,
41718,22,Weilheim,Ammer,2021-07-17 07:00:00,72,-1,198,0,---,
41719,23,Raisting,Rott,2021-07-17 07:00:00,52,0,103,0,---,
41720,24,Oberfinning Seepegel,Windachspeicher,2021-07-17 07:00:00,62506,0,---,0,---,
41721,25,Leutstetten,Würm,2021-07-17 07:00:00,142,0,600,0,---,
41722,26,Hohenkammer,Glonn,2021-07-17 07:00:00,44,1,260,0,---,
41723,27,Berg,Sempt,2021-07-17 07:00:00,62,0,293,0,---,
41724,28,Eschenlohe Brücke,Loisach,2021-07-17 07:00:00,171,7,336,0,---,
41725,29,Starnberg,Starnberger See,2021-07-17 07:00:00,58448,0,---,0,---,
41726,30,Eching,Windach,2021-07-17 07:00:00,86,-3,199,0,---,
41727,31,Oberfinning Speicherabgabe,Windach,2021-07-17 07:00:00,33,0,083,0,---,
41728,0,Sylvenstein,Isar,2021-07-17 08:00:00,273,0,356,0,---,
41729,1,Lenggries,Isar,2021-07-17 08:00:00,137,1,393,0,---,
41730,2,Bad Tölz Brücke,Isar,2021-07-17 08:00:00,77,0,---,0,---,
41731,3,Puppling,Isar,2021-07-17 08:00:00,158,1,661,0,---,
41732,4,München,Isar,2021-07-17 08:00:00,169,-1,152,0,---,
41733,5,Freising,Isar,2021-07-17 08:00:00,88,0,632,0,---,
41734,6,Landshut Birket,Isar,2021-07-17 08:00:00,158,3,241,0,---,
41735,7,Landau,Isar,2021-07-17 08:00:00,139,2,259,0,---,
41736,8,Plattling,Isar,2021-07-17 08:00:00,237,0,262,0,---,
41737,9,Garmisch o. d. Partnachmündung,Loisach,2021-07-17 08:00:00,130,5,204,0,---,
41738,10,Garmisch u. d. Partnachmündung,Loisach,2021-07-17 08:00:00,174,4,363,0,---,
41739,11,Schlehdorf,Loisach,2021-07-17 08:00:00,148,3,457,0,---,
41740,12,Kochel,Loisach,2021-07-17 08:00:00,196,-1,111,0,---,
41741,13,Beuerberg,Loisach,2021-07-17 08:00:00,398,-1,123,0,---,
41742,14,Partenkirchen (alt),Partnach,2021-07-17 08:00:00,80,1,123,0,---,
41743,15,Stegen,Ammersee,2021-07-17 08:00:00,53315,0,---,0,---,
41744,16,Stegen,Amper,2021-07-17 08:00:00,140,-1,313,0,---,
41745,17,Fürstenfeldbruck,Amper,2021-07-17 08:00:00,93,0,336,0,---,
41746,18,Ampermoching,Amper,2021-07-17 08:00:00,219,0,493,0,---,
41747,19,Inkofen,Amper,2021-07-17 08:00:00,119,-1,579,0,---,
41748,20,Oberammergau,Ammer,2021-07-17 08:00:00,68,3,905,0,---,
41749,21,Peißenberg,Ammer,2021-07-17 08:00:00,86,-1,159,0,---,
41750,22,Weilheim,Ammer,2021-07-17 08:00:00,71,-1,193,0,---,
41751,23,Raisting,Rott,2021-07-17 08:00:00,53,1,109,0,---,
41752,24,Oberfinning Seepegel,Windachspeicher,2021-07-17 08:00:00,62506,0,---,0,---,
41753,25,Leutstetten,Würm,2021-07-17 08:00:00,142,1,600,0,---,
41754,26,Hohenkammer,Glonn,2021-07-17 08:00:00,44,0,260,0,---,
41755,27,Berg,Sempt,2021-07-17 08:00:00,62,0,293,0,---,
41756,28,Eschenlohe Brücke,Loisach,2021-07-17 08:00:00,174,7,357,0,---,
41757,29,Starnberg,Starnberger See,2021-07-17 08:00:00,58448,-1,---,0,---,
41758,30,Eching,Windach,2021-07-17 08:00:00,86,-1,199,0,---,
41759,31,Oberfinning Speicherabgabe,Windach,2021-07-17 08:00:00,33,0,083,0,---,
41760,0,Sylvenstein,Isar,2021-07-17 09:00:00,273,0,356,0,---,
41761,1,Lenggries,Isar,2021-07-17 09:00:00,136,0,384,0,---,
41762,2,Bad Tölz Brücke,Isar,2021-07-17 09:00:00,77,0,---,0,---,
41763,3,Puppling,Isar,2021-07-17 09:00:00,158,0,661,0,---,
41764,4,München,Isar,2021-07-17 09:00:00,172,3,157,0,---,
41765,5,Freising,Isar,2021-07-17 09:00:00,89,1,644,0,---,
41766,6,Landshut Birket,Isar,2021-07-17 09:00:00,158,0,241,0,---,
41767,7,Landau,Isar,2021-07-17 09:00:00,141,2,265,0,---,
41768,8,Plattling,Isar,2021-07-17 09:00:00,237,0,262,0,---,
41769,9,Garmisch o. d. Partnachmündung,Loisach,2021-07-17 09:00:00,133,7,218,0,---,
41770,10,Garmisch u. d. Partnachmündung,Loisach,2021-07-17 09:00:00,176,5,375,0,---,
41771,11,Schlehdorf,Loisach,2021-07-17 09:00:00,151,5,476,0,---,
41772,12,Kochel,Loisach,2021-07-17 09:00:00,195,-1,110,0,---,
41773,13,Beuerberg,Loisach,2021-07-17 09:00:00,398,-1,123,0,---,
41774,14,Partenkirchen (alt),Partnach,2021-07-17 09:00:00,78,-3,116,0,---,
41775,15,Stegen,Ammersee,2021-07-17 09:00:00,53316,1,---,0,---,
41776,16,Stegen,Amper,2021-07-17 09:00:00,141,0,318,0,---,
41777,17,Fürstenfeldbruck,Amper,2021-07-17 09:00:00,93,0,336,0,---,
41778,18,Ampermoching,Amper,2021-07-17 09:00:00,218,-1,488,0,---,
41779,19,Inkofen,Amper,2021-07-17 09:00:00,120,0,585,0,---,
41780,20,Oberammergau,Ammer,2021-07-17 09:00:00,69,3,935,0,---,
41781,21,Peißenberg,Ammer,2021-07-17 09:00:00,88,2,171,0,---,
41782,22,Weilheim,Ammer,2021-07-17 09:00:00,71,-1,193,0,---,
41783,23,Raisting,Rott,2021-07-17 09:00:00,53,1,109,0,---,
41784,24,Oberfinning Seepegel,Windachspeicher,2021-07-17 09:00:00,62506,0,---,0,---,
41785,25,Leutstetten,Würm,2021-07-17 09:00:00,142,0,600,0,---,
41786,26,Hohenkammer,Glonn,2021-07-17 09:00:00,43,-1,249,0,---,
41787,27,Berg,Sempt,2021-07-17 09:00:00,62,0,293,0,---,
41788,28,Eschenlohe Brücke,Loisach,2021-07-17 09:00:00,174,3,357,0,---,
41789,29,Starnberg,Starnberger See,2021-07-17 09:00:00,58448,0,---,0,---,
41790,30,Eching,Windach,2021-07-17 09:00:00,88,2,217,0,---,
41791,31,Oberfinning Speicherabgabe,Windach,2021-07-17 09:00:00,33,0,083,0,---,
41792,0,Sylvenstein,Isar,2021-07-17 10:00:00,273,0,356,0,---,
41793,1,Lenggries,Isar,2021-07-17 10:00:00,137,0,393,0,---,
41794,2,Bad Tölz Brücke,Isar,2021-07-17 10:00:00,77,0,---,0,---,
41795,3,Puppling,Isar,2021-07-17 10:00:00,158,0,661,0,---,
41796,4,München,Isar,2021-07-17 10:00:00,170,1,154,0,---,
41797,5,Freising,Isar,2021-07-17 10:00:00,88,0,632,0,---,
41798,6,Landshut Birket,Isar,2021-07-17 10:00:00,155,-3,234,0,---,
41799,7,Landau,Isar,2021-07-17 10:00:00,143,4,270,0,---,
41800,8,Plattling,Isar,2021-07-17 10:00:00,239,2,266,0,---,
41801,9,Garmisch o. d. Partnachmündung,Loisach,2021-07-17 10:00:00,142,12,263,0,---,
41802,10,Garmisch u. d. Partnachmündung,Loisach,2021-07-17 10:00:00,181,7,406,0,---,
41803,11,Schlehdorf,Loisach,2021-07-17 10:00:00,155,7,502,0,---,
41804,12,Kochel,Loisach,2021-07-17 10:00:00,194,-2,109,0,---,
41805,13,Beuerberg,Loisach,2021-07-17 10:00:00,398,0,123,0,---,
41806,14,Partenkirchen (alt),Partnach,2021-07-17 10:00:00,78,-2,116,0,---,
41807,15,Stegen,Ammersee,2021-07-17 10:00:00,53315,0,---,0,---,
