,Unnamed: 0,Messstelle,Gewässer,Datum Zeit,Wasser­stand [cm],Änderung seit 2 Std. [cm],Abfluss [m³/s],Melde­stufe,Jähr­lichkeit,Vorher­sage
16935,7,Landau,Isar,2021-09-08 01:00:00,147,-3,281,0,---,
16936,8,Plattling,Isar,2021-09-08 01:00:00,237,-4,262,0,---,
16937,9,Garmisch o. d. Partnachmündung,Loisach,2021-09-08 01:00:00,116,-1,141,0,---,
16938,10,Garmisch u. d. Partnachmündung,Loisach,2021-09-08 01:00:00,192,0,478,0,---,
16939,11,Schlehdorf,Loisach,2021-09-08 01:00:00,159,-3,532,0,---,
16940,12,Kochel,Loisach,2021-09-08 01:00:00,181,-1,102,0,---,
16941,13,Beuerberg,Loisach,2021-09-08 01:00:00,391,0,111,0,---,
16942,14,Partenkirchen (alt),Partnach,2021-09-08 01:00:00,76,2,109,0,---,
16943,15,Stegen,Ammersee,2021-09-08 01:00:00,53328,0,---,0,---,
16944,16,Stegen,Amper,2021-09-08 01:00:00,152,0,370,0,---,
16945,17,Fürstenfeldbruck,Amper,2021-09-08 01:00:00,105,1,399,0,---,
16946,18,Ampermoching,Amper,2021-09-08 01:00:00,232,-1,564,0,---,
16947,19,Inkofen,Amper,2021-09-08 01:00:00,136,0,669,0,---,
16948,20,Oberammergau,Ammer,2021-09-08 01:00:00,67,-1,854,0,---,
16949,21,Peißenberg,Ammer,2021-09-08 01:00:00,91,-2,189,0,---,
16950,22,Weilheim,Ammer,2021-09-08 01:00:00,90,-4,293,0,---,
16951,23,Raisting,Rott,2021-09-08 01:00:00,53,-1,109,0,---,
16952,24,Oberfinning Seepegel,Windachspeicher,2021-09-08 01:00:00,62507,0,---,0,---,
16953,25,Leutstetten,Würm,2021-09-08 01:00:00,150,0,701,0,---,
16954,26,Hohenkammer,Glonn,2021-09-08 01:00:00,50,0,352,0,---,
16955,27,Berg,Sempt,2021-09-08 01:00:00,69,-1,407,0,---,
16956,28,Eschenlohe Brücke,Loisach,2021-09-08 01:00:00,162,-2,309,0,---,
16957,29,Starnberg,Starnberger See,2021-09-08 01:00:00,58454,-1,---,0,---,
16958,30,Eching,Windach,2021-09-08 01:00:00,84,1,183,0,---,
16959,31,Oberfinning Speicherabgabe,Windach,2021-09-08 01:00:00,34,0,088,0,---,
16960,0,Sylvenstein,Isar,2021-09-08 02:00:00,277,0,399,0,---,
16961,1,Lenggries,Isar,2021-09-08 02:00:00,147,-2,492,0,---,
16962,2,Bad Tölz Brücke,Isar,2021-09-08 02:00:00,88,-1,---,0,---,
16963,3,Puppling,Isar,2021-09-08 02:00:00,173,-1,806,0,---,
16964,4,München,Isar,2021-09-08 02:00:00,189,-1,185,0,---,
16965,5,Freising,Isar,2021-09-08 02:00:00,102,2,807,0,---,
16966,6,Landshut Birket,Isar,2021-09-08 02:00:00,159,1,244,0,---,
16967,7,Landau,Isar,2021-09-08 02:00:00,148,1,284,0,---,
16968,8,Plattling,Isar,2021-09-08 02:00:00,235,-4,258,0,---,
16969,9,Garmisch o. d. Partnachmündung,Loisach,2021-09-08 02:00:00,116,-1,141,0,---,
16970,10,Garmisch u. d. Partnachmündung,Loisach,2021-09-08 02:00:00,191,-2,470,0,---,
16971,11,Schlehdorf,Loisach,2021-09-08 02:00:00,158,-3,525,0,---,
16972,12,Kochel,Loisach,2021-09-08 02:00:00,179,-3,101,0,---,
16973,13,Beuerberg,Loisach,2021-09-08 02:00:00,391,0,111,0,---,
16974,14,Partenkirchen (alt),Partnach,2021-09-08 02:00:00,76,0,109,0,---,
16975,15,Stegen,Ammersee,2021-09-08 02:00:00,53327,-1,---,0,---,
16976,16,Stegen,Amper,2021-09-08 02:00:00,153,0,375,0,---,
16977,17,Fürstenfeldbruck,Amper,2021-09-08 02:00:00,105,0,399,0,---,
16978,18,Ampermoching,Amper,2021-09-08 02:00:00,232,0,564,0,---,
16979,19,Inkofen,Amper,2021-09-08 02:00:00,136,0,669,0,---,
16980,20,Oberammergau,Ammer,2021-09-08 02:00:00,66,-1,821,0,---,
16981,21,Peißenberg,Ammer,2021-09-08 02:00:00,91,-1,189,0,---,
16982,22,Weilheim,Ammer,2021-09-08 02:00:00,90,-2,293,0,---,
16983,23,Raisting,Rott,2021-09-08 02:00:00,53,-1,109,0,---,
16984,24,Oberfinning Seepegel,Windachspeicher,2021-09-08 02:00:00,62506,-1,---,0,---,
16985,25,Leutstetten,Würm,2021-09-08 02:00:00,150,-1,701,0,---,
16986,26,Hohenkammer,Glonn,2021-09-08 02:00:00,49,0,339,0,---,
16987,27,Berg,Sempt,2021-09-08 02:00:00,69,-1,407,0,---,
16988,28,Eschenlohe Brücke,Loisach,2021-09-08 02:00:00,160,-3,296,0,---,
16989,29,Starnberg,Starnberger See,2021-09-08 02:00:00,58455,1,---,0,---,
16990,30,Eching,Windach,2021-09-08 02:00:00,84,1,183,0,---,
16991,31,Oberfinning Speicherabgabe,Windach,2021-09-08 02:00:00,34,0,088,0,---,
16992,0,Sylvenstein,Isar,2021-09-08 03:00:00,277,0,399,0,---,
16993,1,Lenggries,Isar,2021-09-08 03:00:00,147,-1,492,0,---,
16994,2,Bad Tölz Brücke,Isar,2021-09-08 03:00:00,88,-1,---,0,---,
16995,3,Puppling,Isar,2021-09-08 03:00:00,172,0,793,0,---,
16996,4,München,Isar,2021-09-08 03:00:00,188,-1,183,0,---,
16997,5,Freising,Isar,2021-09-08 03:00:00,102,2,807,0,---,
16998,6,Landshut Birket,Isar,2021-09-08 03:00:00,160,1,246,0,---,
16999,7,Landau,Isar,2021-09-08 03:00:00,145,-2,276,0,---,
17000,8,Plattling,Isar,2021-09-08 03:00:00,235,-2,258,0,---,
17001,9,Garmisch o. d. Partnachmündung,Loisach,2021-09-08 03:00:00,116,0,141,0,---,
17002,10,Garmisch u. d. Partnachmündung,Loisach,2021-09-08 03:00:00,190,-2,464,0,---,
17003,11,Schlehdorf,Loisach,2021-09-08 03:00:00,156,-3,512,0,---,
17004,12,Kochel,Loisach,2021-09-08 03:00:00,176,-5,992,0,---,
17005,13,Beuerberg,Loisach,2021-09-08 03:00:00,391,0,111,0,---,
17006,14,Partenkirchen (alt),Partnach,2021-09-08 03:00:00,76,0,109,0,---,
17007,15,Stegen,Ammersee,2021-09-08 03:00:00,53327,-1,---,0,---,
17008,16,Stegen,Amper,2021-09-08 03:00:00,152,0,370,0,---,
17009,17,Fürstenfeldbruck,Amper,2021-09-08 03:00:00,105,0,399,0,---,
17010,18,Ampermoching,Amper,2021-09-08 03:00:00,231,-1,559,0,---,
17011,19,Inkofen,Amper,2021-09-08 03:00:00,135,-1,663,0,---,
17012,20,Oberammergau,Ammer,2021-09-08 03:00:00,65,-2,792,0,---,
17013,21,Peißenberg,Ammer,2021-09-08 03:00:00,90,-1,182,0,---,
17014,22,Weilheim,Ammer,2021-09-08 03:00:00,89,-1,288,0,---,
17015,23,Raisting,Rott,2021-09-08 03:00:00,52,-1,103,0,---,
17016,24,Oberfinning Seepegel,Windachspeicher,2021-09-08 03:00:00,62506,-1,---,0,---,
17017,25,Leutstetten,Würm,2021-09-08 03:00:00,150,0,701,0,---,
17018,26,Hohenkammer,Glonn,2021-09-08 03:00:00,48,-2,326,0,---,
17019,27,Berg,Sempt,2021-09-08 03:00:00,69,0,407,0,---,
17020,28,Eschenlohe Brücke,Loisach,2021-09-08 03:00:00,161,-1,302,0,---,
17021,29,Starnberg,Starnberger See,2021-09-08 03:00:00,58454,0,---,0,---,
17022,30,Eching,Windach,2021-09-08 03:00:00,81,-3,159,0,---,
17023,31,Oberfinning Speicherabgabe,Windach,2021-09-08 03:00:00,34,0,088,0,---,
17024,0,Sylvenstein,Isar,2021-09-08 04:00:00,277,0,399,0,---,
17025,1,Lenggries,Isar,2021-09-08 04:00:00,148,1,503,0,---,
17026,2,Bad Tölz Brücke,Isar,2021-09-08 04:00:00,88,0,---,0,---,
17027,3,Puppling,Isar,2021-09-08 04:00:00,171,-2,781,0,---,
17028,4,München,Isar,2021-09-08 04:00:00,188,-1,183,0,---,
17029,5,Freising,Isar,2021-09-08 04:00:00,100,-2,781,0,---,
17030,6,Landshut Birket,Isar,2021-09-08 04:00:00,160,1,246,0,---,
17031,7,Landau,Isar,2021-09-08 04:00:00,143,-5,270,0,---,
17032,8,Plattling,Isar,2021-09-08 04:00:00,234,-1,255,0,---,
17033,9,Garmisch o. d. Partnachmündung,Loisach,2021-09-08 04:00:00,115,-1,137,0,---,
17034,10,Garmisch u. d. Partnachmündung,Loisach,2021-09-08 04:00:00,189,-2,458,0,---,
17035,11,Schlehdorf,Loisach,2021-09-08 04:00:00,155,-3,505,0,---,
17036,12,Kochel,Loisach,2021-09-08 04:00:00,173,-6,973,0,---,
17037,13,Beuerberg,Loisach,2021-09-08 04:00:00,391,0,111,0,---,
17038,14,Partenkirchen (alt),Partnach,2021-09-08 04:00:00,76,0,109,0,---,
17039,15,Stegen,Ammersee,2021-09-08 04:00:00,53327,0,---,0,---,
17040,16,Stegen,Amper,2021-09-08 04:00:00,152,-1,370,0,---,
17041,17,Fürstenfeldbruck,Amper,2021-09-08 04:00:00,105,0,399,0,---,
17042,18,Ampermoching,Amper,2021-09-08 04:00:00,232,0,564,0,---,
17043,19,Inkofen,Amper,2021-09-08 04:00:00,135,-1,663,0,---,
17044,20,Oberammergau,Ammer,2021-09-08 04:00:00,65,-1,792,0,---,
17045,21,Peißenberg,Ammer,2021-09-08 04:00:00,89,-2,177,0,---,
17046,22,Weilheim,Ammer,2021-09-08 04:00:00,88,-2,283,0,---,
17047,23,Raisting,Rott,2021-09-08 04:00:00,52,-1,103,0,---,
17048,24,Oberfinning Seepegel,Windachspeicher,2021-09-08 04:00:00,62506,0,---,0,---,
17049,25,Leutstetten,Würm,2021-09-08 04:00:00,150,0,701,0,---,
17050,26,Hohenkammer,Glonn,2021-09-08 04:00:00,48,-1,326,0,---,
17051,27,Berg,Sempt,2021-09-08 04:00:00,69,0,407,0,---,
17052,28,Eschenlohe Brücke,Loisach,2021-09-08 04:00:00,160,0,296,0,---,
17053,29,Starnberg,Starnberger See,2021-09-08 04:00:00,58455,0,---,0,---,
17054,30,Eching,Windach,2021-09-08 04:00:00,82,-2,167,0,---,
17055,31,Oberfinning Speicherabgabe,Windach,2021-09-08 04:00:00,34,0,088,0,---,
17056,0,Sylvenstein,Isar,2021-09-08 05:00:00,277,0,399,0,---,
17057,1,Lenggries,Isar,2021-09-08 05:00:00,147,0,492,0,---,
17058,2,Bad Tölz Brücke,Isar,2021-09-08 05:00:00,88,0,---,0,---,
17059,3,Puppling,Isar,2021-09-08 05:00:00,170,-2,769,0,---,
17060,4,München,Isar,2021-09-08 05:00:00,187,-1,182,0,---,
17061,5,Freising,Isar,2021-09-08 05:00:00,98,-4,755,0,---,
17062,6,Landshut Birket,Isar,2021-09-08 05:00:00,160,0,246,0,---,
17063,7,Landau,Isar,2021-09-08 05:00:00,141,-4,265,0,---,
17064,8,Plattling,Isar,2021-09-08 05:00:00,230,-5,247,0,---,
17065,9,Garmisch o. d. Partnachmündung,Loisach,2021-09-08 05:00:00,115,-1,137,0,---,
17066,10,Garmisch u. d. Partnachmündung,Loisach,2021-09-08 05:00:00,188,-2,451,0,---,
17067,11,Schlehdorf,Loisach,2021-09-08 05:00:00,154,-2,499,0,---,
17068,12,Kochel,Loisach,2021-09-08 05:00:00,172,-4,965,0,---,
17069,13,Beuerberg,Loisach,2021-09-08 05:00:00,390,-1,110,0,---,
17070,14,Partenkirchen (alt),Partnach,2021-09-08 05:00:00,76,0,109,0,---,
17071,15,Stegen,Ammersee,2021-09-08 05:00:00,53327,0,---,0,---,
17072,16,Stegen,Amper,2021-09-08 05:00:00,152,0,370,0,---,
17073,17,Fürstenfeldbruck,Amper,2021-09-08 05:00:00,105,0,399,0,---,
17074,18,Ampermoching,Amper,2021-09-08 05:00:00,232,1,564,0,---,
17075,19,Inkofen,Amper,2021-09-08 05:00:00,135,0,663,0,---,
17076,20,Oberammergau,Ammer,2021-09-08 05:00:00,64,-1,764,0,---,
17077,21,Peißenberg,Ammer,2021-09-08 05:00:00,88,-2,170,0,---,
17078,22,Weilheim,Ammer,2021-09-08 05:00:00,87,-2,278,0,---,
17079,23,Raisting,Rott,2021-09-08 05:00:00,52,0,103,0,---,
17080,24,Oberfinning Seepegel,Windachspeicher,2021-09-08 05:00:00,62505,-1,---,0,---,
17081,25,Leutstetten,Würm,2021-09-08 05:00:00,150,0,701,0,---,
17082,26,Hohenkammer,Glonn,2021-09-08 05:00:00,48,0,326,0,---,
17083,27,Berg,Sempt,2021-09-08 05:00:00,69,0,407,0,---,
17084,28,Eschenlohe Brücke,Loisach,2021-09-08 05:00:00,159,-2,290,0,---,
17085,29,Starnberg,Starnberger See,2021-09-08 05:00:00,58455,1,---,0,---,
17086,30,Eching,Windach,2021-09-08 05:00:00,84,3,183,0,---,
17087,31,Oberfinning Speicherabgabe,Windach,2021-09-08 05:00:00,32,-2,078,0,---,
17088,0,Sylvenstein,Isar,2021-09-08 06:00:00,275,-2,377,0,---,
17089,1,Lenggries,Isar,2021-09-08 06:00:00,147,-1,492,0,---,
17090,2,Bad Tölz Brücke,Isar,2021-09-08 06:00:00,87,-1,---,0,---,
17091,3,Puppling,Isar,2021-09-08 06:00:00,170,-1,769,0,---,
17092,4,München,Isar,2021-09-08 06:00:00,187,-1,182,0,---,
17093,5,Freising,Isar,2021-09-08 06:00:00,98,-2,755,0,---,
17094,6,Landshut Birket,Isar,2021-09-08 06:00:00,161,1,249,0,---,
17095,7,Landau,Isar,2021-09-08 06:00:00,140,-3,262,0,---,
17096,8,Plattling,Isar,2021-09-08 06:00:00,228,-6,244,0,---,
17097,9,Garmisch o. d. Partnachmündung,Loisach,2021-09-08 06:00:00,114,-1,134,0,---,
17098,10,Garmisch u. d. Partnachmündung,Loisach,2021-09-08 06:00:00,188,-1,451,0,---,
17099,11,Schlehdorf,Loisach,2021-09-08 06:00:00,152,-3,486,0,---,
17100,12,Kochel,Loisach,2021-09-08 06:00:00,172,-1,965,0,---,
17101,13,Beuerberg,Loisach,2021-09-08 06:00:00,389,-2,109,0,---,
17102,14,Partenkirchen (alt),Partnach,2021-09-08 06:00:00,75,-1,105,0,---,
17103,15,Stegen,Ammersee,2021-09-08 06:00:00,53326,-1,---,0,---,
17104,16,Stegen,Amper,2021-09-08 06:00:00,152,0,370,0,---,
17105,17,Fürstenfeldbruck,Amper,2021-09-08 06:00:00,106,1,404,0,---,
17106,18,Ampermoching,Amper,2021-09-08 06:00:00,232,0,564,0,---,
17107,19,Inkofen,Amper,2021-09-08 06:00:00,135,0,663,0,---,
17108,20,Oberammergau,Ammer,2021-09-08 06:00:00,64,-1,764,0,---,
17109,21,Peißenberg,Ammer,2021-09-08 06:00:00,87,-2,164,0,---,
17110,22,Weilheim,Ammer,2021-09-08 06:00:00,86,-2,272,0,---,
17111,23,Raisting,Rott,2021-09-08 06:00:00,52,0,103,0,---,
17112,24,Oberfinning Seepegel,Windachspeicher,2021-09-08 06:00:00,62505,-1,---,0,---,
17113,25,Leutstetten,Würm,2021-09-08 06:00:00,150,0,701,0,---,
17114,26,Hohenkammer,Glonn,2021-09-08 06:00:00,47,-1,313,0,---,
17115,27,Berg,Sempt,2021-09-08 06:00:00,69,0,407,0,---,
17116,28,Eschenlohe Brücke,Loisach,2021-09-08 06:00:00,159,-1,290,0,---,
17117,29,Starnberg,Starnberger See,2021-09-08 06:00:00,58456,1,---,0,---,
17118,30,Eching,Windach,2021-09-08 06:00:00,83,1,175,0,---,
17119,31,Oberfinning Speicherabgabe,Windach,2021-09-08 06:00:00,30,-4,067,0,---,
17120,0,Sylvenstein,Isar,2021-09-08 07:00:00,279,2,422,0,---,
17121,1,Lenggries,Isar,2021-09-08 07:00:00,146,-1,482,0,---,
17122,2,Bad Tölz Brücke,Isar,2021-09-08 07:00:00,87,-1,---,0,---,
17123,3,Puppling,Isar,2021-09-08 07:00:00,169,-1,756,0,---,
17124,4,München,Isar,2021-09-08 07:00:00,184,-3,176,0,---,
17125,5,Freising,Isar,2021-09-08 07:00:00,98,0,755,0,---,
17126,6,Landshut Birket,Isar,2021-09-08 07:00:00,169,9,268,0,---,
17127,7,Landau,Isar,2021-09-08 07:00:00,138,-3,256,0,---,
17128,8,Plattling,Isar,2021-09-08 07:00:00,227,-3,242,0,---,
17129,9,Garmisch o. d. Partnachmündung,Loisach,2021-09-08 07:00:00,115,0,137,0,---,
17130,10,Garmisch u. d. Partnachmündung,Loisach,2021-09-08 07:00:00,187,-1,445,0,---,
17131,11,Schlehdorf,Loisach,2021-09-08 07:00:00,151,-3,479,0,---,
17132,12,Kochel,Loisach,2021-09-08 07:00:00,173,1,973,0,---,
17133,13,Beuerberg,Loisach,2021-09-08 07:00:00,387,-3,107,0,---,
17134,14,Partenkirchen (alt),Partnach,2021-09-08 07:00:00,76,0,109,0,---,
17135,15,Stegen,Ammersee,2021-09-08 07:00:00,53327,0,---,0,---,
17136,16,Stegen,Amper,2021-09-08 07:00:00,152,0,370,0,---,
17137,17,Fürstenfeldbruck,Amper,2021-09-08 07:00:00,105,0,399,0,---,
17138,18,Ampermoching,Amper,2021-09-08 07:00:00,232,0,564,0,---,
17139,19,Inkofen,Amper,2021-09-08 07:00:00,135,0,663,0,---,
17140,20,Oberammergau,Ammer,2021-09-08 07:00:00,63,-1,735,0,---,
17141,21,Peißenberg,Ammer,2021-09-08 07:00:00,87,-1,164,0,---,
17142,22,Weilheim,Ammer,2021-09-08 07:00:00,84,-3,262,0,---,
17143,23,Raisting,Rott,2021-09-08 07:00:00,52,0,103,0,---,
17144,24,Oberfinning Seepegel,Windachspeicher,2021-09-08 07:00:00,62506,1,---,0,---,
17145,25,Leutstetten,Würm,2021-09-08 07:00:00,150,0,701,0,---,
17146,26,Hohenkammer,Glonn,2021-09-08 07:00:00,46,-2,301,0,---,
17147,27,Berg,Sempt,2021-09-08 07:00:00,69,0,407,0,---,
17148,28,Eschenlohe Brücke,Loisach,2021-09-08 07:00:00,157,-2,278,0,---,
17149,29,Starnberg,Starnberger See,2021-09-08 07:00:00,58455,0,---,0,---,
17150,30,Eching,Windach,2021-09-08 07:00:00,83,-1,175,0,---,
17151,31,Oberfinning Speicherabgabe,Windach,2021-09-08 07:00:00,27,-5,053,0,---,
17152,0,Sylvenstein,Isar,2021-09-08 08:00:00,277,2,399,0,---,
17153,1,Lenggries,Isar,2021-09-08 08:00:00,142,-5,442,0,---,
17154,2,Bad Tölz Brücke,Isar,2021-09-08 08:00:00,87,0,---,0,---,
17155,3,Puppling,Isar,2021-09-08 08:00:00,169,-1,756,0,---,
17156,4,München,Isar,2021-09-08 08:00:00,186,-1,180,0,---,
17157,5,Freising,Isar,2021-09-08 08:00:00,96,-2,729,0,---,
17158,6,Landshut Birket,Isar,2021-09-08 08:00:00,172,11,276,0,---,
17159,7,Landau,Isar,2021-09-08 08:00:00,138,-2,256,0,---,
17160,8,Plattling,Isar,2021-09-08 08:00:00,223,-5,234,0,---,
17161,9,Garmisch o. d. Partnachmündung,Loisach,2021-09-08 08:00:00,114,0,134,0,---,
17162,10,Garmisch u. d. Partnachmündung,Loisach,2021-09-08 08:00:00,187,-1,445,0,---,
17163,11,Schlehdorf,Loisach,2021-09-08 08:00:00,150,-2,473,0,---,
17164,12,Kochel,Loisach,2021-09-08 08:00:00,173,1,973,0,---,
17165,13,Beuerberg,Loisach,2021-09-08 08:00:00,386,-3,106,0,---,
17166,14,Partenkirchen (alt),Partnach,2021-09-08 08:00:00,75,0,105,0,---,
17167,15,Stegen,Ammersee,2021-09-08 08:00:00,53327,1,---,0,---,
17168,16,Stegen,Amper,2021-09-08 08:00:00,152,0,370,0,---,
17169,17,Fürstenfeldbruck,Amper,2021-09-08 08:00:00,105,-1,399,0,---,
17170,18,Ampermoching,Amper,2021-09-08 08:00:00,232,0,564,0,---,
17171,19,Inkofen,Amper,2021-09-08 08:00:00,134,-1,657,0,---,
17172,20,Oberammergau,Ammer,2021-09-08 08:00:00,63,-1,735,0,---,
17173,21,Peißenberg,Ammer,2021-09-08 08:00:00,86,-1,158,0,---,
17174,22,Weilheim,Ammer,2021-09-08 08:00:00,84,-2,262,0,---,
17175,23,Raisting,Rott,2021-09-08 08:00:00,52,0,103,0,---,
17176,24,Oberfinning Seepegel,Windachspeicher,2021-09-08 08:00:00,62506,1,---,0,---,
17177,25,Leutstetten,Würm,2021-09-08 08:00:00,151,1,714,0,---,
17178,26,Hohenkammer,Glonn,2021-09-08 08:00:00,46,-1,301,0,---,
17179,27,Berg,Sempt,2021-09-08 08:00:00,69,0,407,0,---,
17180,28,Eschenlohe Brücke,Loisach,2021-09-08 08:00:00,157,-2,278,0,---,
17181,29,Starnberg,Starnberger See,2021-09-08 08:00:00,58455,-1,---,0,---,
17182,30,Eching,Windach,2021-09-08 08:00:00,81,-2,159,0,---,
17183,31,Oberfinning Speicherabgabe,Windach,2021-09-08 08:00:00,27,-3,053,0,---,
17184,0,Sylvenstein,Isar,2021-09-08 09:00:00,277,-2,399,0,---,
17185,1,Lenggries,Isar,2021-09-08 09:00:00,147,1,492,0,---,
17186,2,Bad Tölz Brücke,Isar,2021-09-08 09:00:00,85,-2,---,0,---,
17187,3,Puppling,Isar,2021-09-08 09:00:00,166,-3,719,0,---,
17188,4,München,Isar,2021-09-08 09:00:00,185,1,178,0,---,
17189,5,Freising,Isar,2021-09-08 09:00:00,97,-1,742,0,---,
17190,6,Landshut Birket,Isar,2021-09-08 09:00:00,172,3,276,0,---,
17191,7,Landau,Isar,2021-09-08 09:00:00,140,2,262,0,---,
17192,8,Plattling,Isar,2021-09-08 09:00:00,224,-3,236,0,---,
17193,9,Garmisch o. d. Partnachmündung,Loisach,2021-09-08 09:00:00,114,-1,134,0,---,
17194,10,Garmisch u. d. Partnachmündung,Loisach,2021-09-08 09:00:00,189,2,458,0,---,
17195,11,Schlehdorf,Loisach,2021-09-08 09:00:00,150,-1,473,0,---,
17196,12,Kochel,Loisach,2021-09-08 09:00:00,173,0,973,0,---,
17197,13,Beuerberg,Loisach,2021-09-08 09:00:00,385,-2,105,0,---,
17198,14,Partenkirchen (alt),Partnach,2021-09-08 09:00:00,73,-3,986,0,---,
17199,15,Stegen,Ammersee,2021-09-08 09:00:00,53327,0,---,0,---,
17200,16,Stegen,Amper,2021-09-08 09:00:00,152,0,370,0,---,
17201,17,Fürstenfeldbruck,Amper,2021-09-08 09:00:00,105,0,399,0,---,
17202,18,Ampermoching,Amper,2021-09-08 09:00:00,230,-2,553,0,---,
17203,19,Inkofen,Amper,2021-09-08 09:00:00,134,-1,657,0,---,
17204,20,Oberammergau,Ammer,2021-09-08 09:00:00,63,0,735,0,---,
17205,21,Peißenberg,Ammer,2021-09-08 09:00:00,86,-1,158,0,---,
17206,22,Weilheim,Ammer,2021-09-08 09:00:00,83,-1,256,0,---,
17207,23,Raisting,Rott,2021-09-08 09:00:00,51,-1,096,0,---,
17208,24,Oberfinning Seepegel,Windachspeicher,2021-09-08 09:00:00,62506,0,---,0,---,
17209,25,Leutstetten,Würm,2021-09-08 09:00:00,151,1,714,0,---,
17210,26,Hohenkammer,Glonn,2021-09-08 09:00:00,47,1,313,0,---,
17211,27,Berg,Sempt,2021-09-08 09:00:00,68,-1,394,0,---,
17212,28,Eschenlohe Brücke,Loisach,2021-09-08 09:00:00,158,1,284,0,---,
17213,29,Starnberg,Starnberger See,2021-09-08 09:00:00,58455,0,---,0,---,
17214,30,Eching,Windach,2021-09-08 09:00:00,80,-3,152,0,---,
17215,31,Oberfinning Speicherabgabe,Windach,2021-09-08 09:00:00,27,0,053,0,---,
17216,0,Sylvenstein,Isar,2021-09-08 10:00:00,276,-1,388,0,---,
17217,1,Lenggries,Isar,2021-09-08 10:00:00,146,4,482,0,---,
17218,2,Bad Tölz Brücke,Isar,2021-09-08 10:00:00,87,0,---,0,---,
17219,3,Puppling,Isar,2021-09-08 10:00:00,170,1,769,0,---,
17220,4,München,Isar,2021-09-08 10:00:00,185,-1,178,0,---,
17221,5,Freising,Isar,2021-09-08 10:00:00,96,0,729,0,---,
17222,6,Landshut Birket,Isar,2021-09-08 10:00:00,171,-1,273,0,---,
17223,7,Landau,Isar,2021-09-08 10:00:00,138,0,256,0,---,
17224,8,Plattling,Isar,2021-09-08 10:00:00,225,2,238,0,---,
17225,9,Garmisch o. d. Partnachmündung,Loisach,2021-09-08 10:00:00,114,0,134,0,---,
17226,10,Garmisch u. d. Partnachmündung,Loisach,2021-09-08 10:00:00,187,0,445,0,---,
17227,11,Schlehdorf,Loisach,2021-09-08 10:00:00,148,-2,460,0,---,
17228,12,Kochel,Loisach,2021-09-08 10:00:00,172,-1,965,0,---,
17229,13,Beuerberg,Loisach,2021-09-08 10:00:00,385,-1,105,0,---,
17230,14,Partenkirchen (alt),Partnach,2021-09-08 10:00:00,62,-13,654,0,---,
17231,15,Stegen,Ammersee,2021-09-08 10:00:00,53327,0,---,0,---,
17232,16,Stegen,Amper,2021-09-08 10:00:00,152,0,370,0,---,
17233,17,Fürstenfeldbruck,Amper,2021-09-08 10:00:00,105,0,399,0,---,
17234,18,Ampermoching,Amper,2021-09-08 10:00:00,232,0,564,0,---,
17235,19,Inkofen,Amper,2021-09-08 10:00:00,134,0,657,0,---,
17236,20,Oberammergau,Ammer,2021-09-08 10:00:00,63,0,735,0,---,
17237,21,Peißenberg,Ammer,2021-09-08 10:00:00,85,-1,153,0,---,
17238,22,Weilheim,Ammer,2021-09-08 10:00:00,83,-1,256,0,---,
17239,23,Raisting,Rott,2021-09-08 10:00:00,51,-1,096,0,---,
17240,24,Oberfinning Seepegel,Windachspeicher,2021-09-08 10:00:00,62506,0,---,0,---,
17241,25,Leutstetten,Würm,2021-09-08 10:00:00,151,0,714,0,---,
17242,26,Hohenkammer,Glonn,2021-09-08 10:00:00,48,2,326,0,---,
17243,27,Berg,Sempt,2021-09-08 10:00:00,68,-1,394,0,---,
17244,28,Eschenlohe Brücke,Loisach,2021-09-08 10:00:00,158,1,284,0,---,
17245,29,Starnberg,Starnberger See,2021-09-08 10:00:00,58455,0,---,0,---,
17246,30,Eching,Windach,2021-09-08 10:00:00,80,-1,152,0,---,
17247,31,Oberfinning Speicherabgabe,Windach,2021-09-08 10:00:00,27,0,053,0,---,
17248,0,Sylvenstein,Isar,2021-09-08 11:00:00,272,-5,345,0,---,
17249,1,Lenggries,Isar,2021-09-08 11:00:00,146,-1,482,0,---,
17250,2,Bad Tölz Brücke,Isar,2021-09-08 11:00:00,86,1,---,0,---,
17251,3,Puppling,Isar,2021-09-08 11:00:00,169,3,756,0,---,
17252,4,München,Isar,2021-09-08 11:00:00,185,0,178,0,---,
17253,5,Freising,Isar,2021-09-08 11:00:00,94,-3,704,0,---,
17254,6,Landshut Birket,Isar,2021-09-08 11:00:00,171,-1,273,0,---,
17255,7,Landau,Isar,2021-09-08 11:00:00,138,-2,256,0,---,
17256,8,Plattling,Isar,2021-09-08 11:00:00,225,1,238,0,---,
17257,9,Garmisch o. d. Partnachmündung,Loisach,2021-09-08 11:00:00,114,0,134,0,---,
17258,10,Garmisch u. d. Partnachmündung,Loisach,2021-09-08 11:00:00,183,-6,419,0,---,
17259,11,Schlehdorf,Loisach,2021-09-08 11:00:00,148,-2,460,0,---,
17260,12,Kochel,Loisach,2021-09-08 11:00:00,171,-2,962,0,---,
17261,13,Beuerberg,Loisach,2021-09-08 11:00:00,384,-1,104,0,---,
17262,14,Partenkirchen (alt),Partnach,2021-09-08 11:00:00,69,-4,862,0,---,
17263,15,Stegen,Ammersee,2021-09-08 11:00:00,53326,-1,---,0,---,
17264,16,Stegen,Amper,2021-09-08 11:00:00,151,-1,366,0,---,
